10.0d0    3.6d0
20.0d0   10.0d0
30.0d0   21.0d0
40.0d0   36.0d0
50.0d0   55.0d0
60.0d0   75.0d0
70.0d0   100.0d0
80.0d0   120.0d0
90.0d0   145.0d0
100.0d0  170.0d0
135.0d0  275.0d0
200.0d0  450.0d0
300.0d0  750.0d0
400.0d0  1000.0d0
450.0d0  1200.0d0
500.0d0  1330.0d0
600.0d0  1644.3d0
700.0d0  1917.9d0
800.0d0  2191.5d0
900.0d0  2465.1d0
1000.0d0  2736.0d0
