10.0d0    2.4d0
20.0d0   5.0d0
30.0d0   10.5d0
40.0d0   18.0d0
50.0d0   30.0d0
60.0d0   40.0d0
70.0d0   51.0d0
80.0d0   68.0d0
90.0d0   81.0d0
100.0d0  100.0d0
135.0d0  171.0d0
200.0d0  306.0d0
300.0d0  600.0d0
400.0d0  900.0d0
500.0d0  1210.0d0
600.0d0  1540.0d0
700.0d0  1830.0d0
800.0d0  2170.0d0
900.0d0  2420.0d0
1000.0d0  2728.7d0
1200.0d0  3273.9d0 
